Row,z_1,z_2
..89....751.6.2.3.6.45.3..83...5.......4..1.2825..79..7...4.6...5.8...24.69..13..,-2.13337734000629,5.31842299157031
.5.3.....3.7..156..69..72.8..642..7.8.....42....7.5..97..8.4.1.59..6.3....49..8.2,-2.20062920220289,5.08304120711906
..2..34.931...7..675.642..8..8....434...5..2.6.17..9...7.1895......2..1..8...63..,-2.12126618137797,5.35825239454202
8.4.2.51...61.32.992..75.....3....84.6.7.1..57..83.1....95..67.2....9..1.4.....38,-3.79932032220306,2.73828230435762
...56..8.7..9..4..56827.1...92....138.54.172...6..5....4..3765...1...8.2...1...9.,-2.11648169596885,5.3794918450261
8.271.6.9..9.4...3...6...872..8935....5...39...6.2..18.7345...6..19..4..5....2...,-2.13596523651405,5.31385047096987
7..2.9681.4.65.3..9.......7.8...415.........8163..82....8.6.7.3.9.4.2....527...6.,-1.97089085783939,5.13377358487802
.3.854...9..7..2...4.2..7.83......8..2..1.5.38.9..362..16.9..5.5.7.4..9......64.7,-2.03474155263848,4.90620690638211
2.31.4.....89..1..1.48..7.6.....3.1....428..5..67..9327.1....5993...74..4.2....8.,-2.15246830564153,5.25791980555929
7..14.65...97.2..386...9..2.85..3.24..4...9..1.3..6.8.54.6......2.5873......9.7..,-2.20891174975394,5.05272294112263
1....4.....3.218...4.3...96...8..6...97.1.5..83..97.2.2.9..5....84.3.2.7.756....4,-2.00923587852994,5.00021512203787
3.6..948.4.76.......987.5..6..5.2.1...4.9.7...1.38....8.1..3..6.9....1355..72...4,-3.43518724320182,3.29213329098125
.245..1....37...5.65..2...859..3.86....19..3...1...27.4378.5..6.1.96......82....4,-2.12170716164068,5.36119937751102
74.3..1.6.18..92....54....7...96..1.....5.73.2..7.89.45.71.....42..3....6.9..28..,-2.01168403028349,4.99118205894206
.31..6...2.9.5..4.47....3.6..4.9.8...8.163.9.......735157..2..4....872.9..2.41...,-2.05109274700779,5.6051890859883
.92...73...18.....7...6..185..3..87..4.91.6.39....62..1...85.626.3.72.94.........,-3.22425709761399,3.27853097580252
..84.5..6296.....43....1.9..5.91...28...3..7..1..6795...43.81..6.....2.5...27.8..,-2.0722163652219,4.76983675535902
5..9.7....41...95..67..18..42..8..363...56.91....72..5..2.14.7...9.3..4.65......2,-2.18057110837066,5.15069000981606
..3..961.9..4....3.5..7394..6.1.85.27...9.8..24..6......4...3.7...58.2.18.12....6,-2.23927572455234,4.94826813842278
.19...2.323...146...8..7......2.697.92.84...1.64.3...5...1.8.5.3.6.7..9.8..56...2,-2.54730841501388,4.58592088107366
.1..4..29..26.57.....3.9....941.28...7.9...13....8.6.42598...361.84.3...7.....1.5,-2.37790930894697,5.18316083053941
569.1..78..4.7.2...3.9...6.6..5..19.12...3.46..34..8.2...2.83..47...9.....1.56...,-2.24077978178005,4.9424882777445
.675.1.3.........9...6.84.5.5.716.8..41...2......293...95....48.12.4.5...8.9....6,-1.68182755376479,5.34899583331453
....84.539....2.1....9..726..7..83..3594...8...4..76.1.8..135.......6..476.5....2,-2.06744904184221,4.79264361829822
792..16......7..34..4.86....5.7.94.2.1..3.8....9.6...5.......816.14..57.583.2.9..,-2.16340795307366,5.21269806205856
....43..7......285786.1.....5..68.9..71...84.6..9....331..8.6....962..5.2..4.197.,-2.31647298163047,4.67481466052706
6.9.....13...7.2....8.39..5...41..5..6.5.28..9.4..3.6.7....8...28..573.4...2.19.7,-2.01357211818883,4.9805732866549
5......2..4...96..3...58...2.67..1.989..1.5.3.37.....6.7.86.45..8...4.9....9.2..7,-1.91300802901486,4.54073842415622
....41.76..5..8...2..76.8.9.821.4....7...29.54..97.1..5..3...8.3.1..5..469......3,-2.06289729985706,4.80853692667876
..6..235...2..8.79.9.14..8...5.83.67.4.......7.861.2..5.......69.17..52...32.61.4,-2.28289040048234,5.51700550126721
9.2..58.3...9......534...6..6.2..9.152...84..1.7....8...614.5..4....3.1787.6...3.,-1.95509017789246,5.19110698353678
1......75...619.43.8.4...2...5....8.89....362..47.25.175..936...2...4..8..3..1..9,-2.13914728363569,5.29886598904411
8.692...1.5.....7...7..4..26....3.5.53...624....18..9.19..7.3.4....1.72.3.2.58..6,-2.12125165896579,5.35958763511811
369..1.8......2....2.4.61.3.983...712..7..5...45..86.947..9..1.8.3.2...4..6.5.3..,-2.28161325728381,5.51846920102455
.4.26.3.7..65.892.8...34....9..5.61.7.1..3..9453...8..372...4....5....6..8..19...,-2.21279255548244,5.04366588778484
.6..5.....9..815.73.1..2.64..482....2...1.7.9.1893...67.......3.43...9..685....2.,-1.90360719155811,5.37086649265535
...3...7.56.14..3..4...96...3...1..8198.3..67...29..5.31.6.248.8......2...7..5.91,-2.0842190672851,5.49499544435848
.....9..6..5.17..83...8.27.6.3.9.....8...2.4..2..359.181.4..6.7.9..283..4.7.618.5,-2.38526013872163,5.8463561799702
..6..3......9.81..48.521....9.....13..53...6.7...842..1.4.9...5.29..687...345.6..,-1.99668551123772,5.04166882810307
....46..5.15....26..2..83..86..1.297.....7431...3...6.9.4.......2.78..1..315.9.8.,-2.09041724311308,4.7142209094807
